class,tweet
1,juss got this hoe free so why not lop p 
1,just a young niggah wit a promised future 
2,just as trash as the others fixed none of my issues naw anyone download ios 802 yet
1,just bc your hair is laid or wuteva dont mean nothin yo shit gotta smell marvelous dont no nigga want a bitch who smell like burnt weave
1,just because you have a issue and your attorney is out of town doesnt mean you can be a bitch to me next time dont get in trouble
1,just bought new release and to all of you pussies whining about itstfu turnthatshituplouder godsmack
1,just called a 65 basketball player out for the fade on twitter cuz dat pussy nigguh live in georgia come get me bitch
1,just cause you be on every pay seen dont mean you bad bitch
1,just cause you got a boyfriend now dont mean you still aint a hoe now youre just a hoe with a boyfriend
2,just cleaned my fingernails with a knife hillbilly 
1,just cleaned this bitch boyfriendstruck clean insideandout ram1500 tookforever nofliter8230 
1,just cuz he looked at you doesnt mean he likes you hoe
1,just dont be looking for no dick later cuz im not a hoe
1,just dont be offended its a word youre just a bitch whos looking for something to bitch about
1,just dropped dat fine ass woman we has da best chicken eva i spectin some lovin but she a lady and da colored thang
2,just got done taking some photos with brownie flowcity
1,just got into with some chic in rallys parking lot bitch speeding through the parking lot and almost hit my niece 128545128545
1,just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was 1978
1,
1,just got shit on by a bird blessed
1,just had someone under 25 casually ask me what the ff stood for on my car r u fking serious 128553 bitch
1,just hand them the game you zebra jack asses and save us all the trouble of watching
2,just hit 40 in flappy bird128527
1,just hold on we goin to the crib bitch
2,just in case the day couldnt get better wifes rav 4 had a flat and being the redneck i am i put 16 inch rims on it so there goes 200x2
2,just killed 3 birds with 1 stone thank god i payed attention in my communication classes work
1,just landed in orlando the flight was as bumpy as a bitch
1,just lets you know we all self conscious even the pretty bitches
1,just like a bitch typical shit stepping in place elliptical shit wizard of heas mythical shit watch yourself mystical shit
1,just looked at a news story and thought to myself is she fucked up some kinda way because i am 12 hillbilly
1,just made that test my bitch
1,just might fuck yo main bitch dats just how i feel 128520 
1,just need a bad bitch thats gone always hold me down
1,just need to know what that pussy like so one time is fine with me
1,just once in my life i wanna see someone on family feud look at their family member and say thats a horrible answer are you retarded
1,just ordered chinese food bitches bring on the cat
1,just passed my exs neighborhood and came across the thought that in the end i was the side bitch
2,
2,just purchased my first trenta iced coffeethis is a slippery slope
1,just read this instagram profile luv my grls princesses by bih bitches by choice yeaaah youre cool tryhard loser
1,just remember when having standards becomes cool againim gonna call a lot of you out for staying quiet like a bitch all this time
1,just said bye to last time i have to see his bitch ass for four months thankgod
1,just said cunt in front of this old lady i kinda froze then she yelled yeah you tell that cunt is it too late in life to get adopted
2,just saw a crow gallop across the road mmkay wut 128514
1,just saw a lady that looks like honey boo boos mom goddamn that bitch is ugly
1,just saw the baddest bitch in life walking down the street if she didnt have that aeropostale shi on i prolly woulda gamed her ass up
1,just saw wat did to my car t bitch
1,just sayin what up hoe fuck i do to u bitch
1,just seen a dude wearing all black and white outfit with pyrex shos shes getting some pussy tonight
2,just seen a pic comparison of lou holtz and he grandma off beverly hillbillies and i cant stop crying tears of unfathomable hilarity
1,just seen the baddest bitch in tower city my hea just got warm 128514128514128514
1,
1,just smoked a whole 8th of that reserve thanks to my niggah 
2,just spoke w legend mentor charlie ericksen great to catch up w those who helped open doors for latino journos thankful
1,just sta blocking dissenters you coward pussy patiently awaiting a drop in my twitter followers nothing yetoh well
1,just staed my upgrade for the level 2 dark elixer drill 1500000 elixer that was a bitch to get
1,just stop being a hoe god dammit bitch it aint that hard
2,just stopped by the line up room still look like a doo wop singer
1,just straight ignorant bitches wheretheyheadsat
1,just straight like that no chaser and the bitch was a solid five on her wedding day my nigga
1,just tied my right shoe while driving on the freeway if that aint swag bitch then i dont know what is
0,just to get u mad go on your search bar on here and search up stupid niggers amp hop on somebodys head then mention me lol 
1,just touch down in jamaica tryna smoke two acres send a nigguh to his makerr
1,just trynna have a bad bitch come thru 128564
1,just unfollowed another crazy bitch whos next lol
1,just wait the day i get off probation you know this bitch is gonna be on the moon and im not gonna come back to eah for a while
0,just watched the scene in zero dark thiy where they pop osamas bitch ass u s a
2,just when im feeling totally useless in the world another baby bird found in need of tlc just call me drdolittle 
1,just yelled out damn it reeks of weed in therereally did after this stoner fag didnt tip me while a cop was walking by haha bitches
1,justin bieber fakes his permanent bitch face and it bugs the shit out of me
1,k dude seriously im not retarded so stop talking to me like i am or ill sta being retarded and make you change my drool cup
1,kmichelle shaped but its fakeshe pretty but she a manly bitchand the little mermaid hair just looks foolish
1,kmichelle talking bout cant raise no man well due bitch he already grown
2,kfc biscuits trash now
2,
1,kae amp chris coming for yall bitches as a couple 1008465039128076
1,kaetlin is a bitch
1,
1,kanye new video so bitch made mane bruh how you gone throw shots a barrack den come up wit dat shit
0,
2,
1,
1,karlie jus put all these bitches on niggas better sta checkin they wheels after yall drop yall bitch off
1,karma a bitch but she cant figure me out with the shit im doing
1,karma is a bitch
1,karma is a bitch and usually comes around and goes around right or do some people just always catch the lucky breaks
1,karma is a bitch so baby you will get yours
1,karma is a bitch the tables will turn even if the person want it to or not you cant stop it either
1,karma is a bitch 
1,karma is a bitch well just make sure that bitch is beautiful
1,karma is the biggest bitch youll ever meet keep pushing her buttons
1,karma is the worst bitch remember that
1,
1,karma sure is a bitch lol
1,
1,
1,karmas a bitch i guess you should of loved the old me
0,karmas a bitch and so are you youll be getting along just fine real soon
